CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/11/2014,15:25,,,,,,METRO AVENUE                    ,79 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,349966,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/11/2014,16:30,,,,,,HALSEY STREET                   ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,349908,PASSENGER VEHICLE,OTHER,,,
12/18/2012,11:55,,,,,,,,PARKING LOT 883 65 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,141854,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/11/2014,18:15,,,,,,,,PARKING LOT OF 164-04 UNION TURNPIKE    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,350480,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/18/2012,12:25,,,,,,BROADWAY                        ,HART STREET                     ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,185321,OTHER,OTHER,,,
06/11/2014,19:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2829701,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/18/2012,14:15,,,,,,PELHAM PARKWAY NORTH            ,HOLLAND AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,103895,PASSENGER VEHICLE,UNKNOWN,,,
12/23/2020,21:34,,,,,,HUGUENOT AVENUE                 ,CODY PLACE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4380526,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/18/2012,16:56,,,,,,135 AVENUE                      ,VAN WYCK EXPRESSWAY             ,,0,0,0,0,0,0,0,0,Unspecified,,,,,269247,PASSENGER VEHICLE,,,,
06/11/2014,23:08,,,40.7967405,-73.9292434,"(40.7967405, -73.9292434)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2865382,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/11/2014,7:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2934826,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/18/2012,17:45,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2897062,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/12/2013,22:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2841013,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
06/10/2014,11:25,,,,,,CASTLE HILL AVENUE              ,BRUCKNER BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,349776,TAXI,PASSENGER VEHICLE,,,
12/12/2013,6:50,,,,,,,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,2988530,PASSENGER VEHICLE,,,,
12/12/2013,8:00,,,,,,,,PARKING LOT OF 2560 BRUCKNER BOULEVARD  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,91572,PASSENGER VEHICLE,UNKNOWN,,,
12/18/2012,22:15,,,40.7406926,-73.8441704,"(40.7406926, -73.8441704)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3065224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/10/2014,13:20,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,349609,VAN,PASSENGER VEHICLE,,,
12/12/2013,8:47,,,,,,EAST TREMONT AVENUE             ,CARTER AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,94410,BUS,TAXI,,,
12/18/2012,7:20,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2888732,PASSENGER VEHICLE,OTHER,,,
12/18/2012,8:20,,,,,,JEROME AVENUE                   ,EAST 162 STREET                 ,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,86115,PASSENGER VEHICLE,UNKNOWN,,,
12/17/2012,10:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,2879213,PASSENGER VEHICLE,BICYCLE,,,
06/10/2014,18:07,,,,,,,,315 AVENUE M PKG LOT                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,349284,OTHER,,,,
06/10/2014,18:30,,,,,,,,PL OF 4272 VICTORY BLVD                ,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,350076,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2020,18:50,,,,,,CROSS ISLAND PARKWAY            ,,,1,0,1,0,0,0,0,0,,,,,,4377973,,,,,
12/17/2012,13:36,,,40.7832717,-73.8248433,"(40.7832717, -73.8248433)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3055995,PASSENGER VEHICLE,OTHER,,,
12/11/2013,14:30,,,,,,,,PARKING LOT-772 EDGEWATER RD ROW C      ,1,0,0,0,0,0,1,0,Unspecified,,,,,78263,OTHER,,,,
12/21/2020,20:56,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4378314,Sedan,,,,
12/17/2012,14:00,,,,,,DOUGLASTON PARKWAY              ,HORACE HARDING EXPRESSWAY       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,260652,SPORT UTILITY / STATION WAGON,BUS,,,
12/11/2013,17:05,,,40.8230413,-73.881916,"(40.8230413, -73.881916)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2889354,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
06/10/2014,4:35,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,349475,LARGE COM VEH(6 OR MORE TIRES),TAXI,,,
12/20/2020,0:20,,,,,,VERRAZANO BRIDGE LOWER          ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,4381977,Sedan,,,,
12/11/2013,17:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Traffic Control Disregarded,,,,3056848,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/10/2014,7:20,,,40.6603948,-74.0012283,"(40.6603948, -74.0012283)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,2965780,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/17/2012,16:45,,,,,,FTELEY AVENUE                   ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,81976,PASSENGER VEHICLE,TAXI,,,
12/11/2013,18:00,,,,,,LIVINGSTON STREET               ,FLATBUSH AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,191058,SPORT UTILITY / STATION WAGON,,,,
12/20/2020,17:00,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4377837,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/20/2020,1:28,,,,,,37 STREET                       ,8 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4377981,Sedan,Bus,,,
12/17/2012,19:00,,,,,,TAYLOR AVENUE                   ,CROSS BRONX EXPRESSWAY          ,,1,0,1,0,0,0,0,0,Unspecified,,,,,81979,PASSENGER VEHICLE,,,,
06/09/2014,12:00,,,,,,,,P/L OF 1885 HYLAN BOULEVARD             ,1,0,1,0,0,0,0,0,Unspecified,,,,,349576,PASSENGER VEHICLE,,,,
12/11/2013,21:22,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2889357,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/17/2012,20:12,,,,,,,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,2988193,PASSENGER VEHICLE,,,,
12/11/2013,23:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3108051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2014,13:05,,,40.7197624,-73.9447576,"(40.7197624, -73.9447576)",,,,1,0,0,0,0,0,1,0,Oversized Vehicle,Unspecified,,,,2992595,OTHER,BUS,,,
12/11/2013,6:50,,,,,,UTICA AVENUE                    ,FULTON STREET                   ,,1,0,0,0,0,0,1,0,Unspecified,,,,,184226,SPORT UTILITY / STATION WAGON,,,,
12/11/2013,8:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2865083,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/19/2020,15:35,,,,,,ORCHARD BEACH ROAD              ,HUTCHINSON RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4377346,Station Wagon/Sport Utility Vehicle,,,,
12/11/2013,8:50,,,,,,BRUCKNER BOULEVARD              ,BRONX RIVER AVENUE              ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,84509,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/17/2012,7:08,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,2836750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/17/2012,9:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2912720,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/17/2012,9:20,,,,,,EXTERIOR STREET                 ,EAST 149 STREET                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,86108,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/10/2013,12:35,BROOKLYN,11206,40.6983111,-73.9497886,"(40.6983111, -73.9497886)",MARCY AVENUE                    ,ELLERY STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,182189,VAN,UNKNOWN,,,
06/09/2014,2:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873609,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/16/2012,10:38,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2921837,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2014,7:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2837131,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/10/2013,14:55,,,,,,RICHMOND HILL ROAD              ,RICHMOND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292533,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/09/2014,7:50,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,2958205,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/10/2013,16:08,BROOKLYN,11209,40.6314641,-74.0277916,"(40.6314641, -74.0277916)",3 AVENUE                        ,BAY RIDGE PARKWAY               ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,144075,PASSENGER VEHICLE,,,,
12/10/2013,17:50,,,,,,WATERS PLACE                    ,WESTCHESTER AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,106269,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/16/2012,15:30,,,,,,,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3079272,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
12/16/2012,16:47,,,40.8142347,-73.9344282,"(40.8142347, -73.9344282)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2864351,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2014,10:35,,,,,,,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,2837130,SPORT UTILITY / STATION WAGON,VAN,,,
12/16/2012,17:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2912719,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/16/2012,18:25,,,40.7710377,-73.8341189,"(40.7710377, -73.8341189)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3055991,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/16/2012,21:00,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,2888728,PASSENGER VEHICLE,,,,
06/08/2014,15:07,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976885,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/17/2020,22:40,,,40.680035,-73.829994,"(40.680035, -73.829994)",110 STREET                      ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4377148,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/08/2014,16:00,,,,,,,,MERIDIAN RD FMP                         ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,348978,PASSENGER VEHICLE,BUS,,,
12/16/2012,23:40,,,,,,,,PARKING LOT-772 EDGEWATER I ROW 111 B   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,76861,OTHER,OTHER,,,
12/17/2020,7:35,,,,,,,,24-000    BROOKLYN QUEENS EXPRESSWAY W/B,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4378689,PK,Sedan,,,
06/08/2014,17:00,,,,,,POLY PLACE                      ,7 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,348768,SPORT UTILITY / STATION WAGON,BICYCLE,,,
12/09/2013,10:00,,,40.6519753,-73.8654089,"(40.6519753, -73.8654089)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2968422,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/09/2013,10:15,,,,,,,,PARKING LOT 149-28 14 AVE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,253502,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
06/08/2014,19:15,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,348928,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/15/2012,0:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2897054,PASSENGER VEHICLE,,,,
12/16/2020,14:00,,,40.772854,-73.90607,"(40.772854, -73.90607)",DITMARS BOULEVARD               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4376990,Sedan,,,,
12/16/2020,15:45,,,40.664143,-73.78992,"(40.664143, -73.78992)",NASSAU EXPRESSWAY               ,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4376866,Sedan,,,,
12/09/2013,12:45,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2983835,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/15/2012,11:35,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2888735,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/15/2012,12:00,,,,,,JACKSON AVENUE                  ,50 AVENUE                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,240524,VAN,,,,
06/08/2014,2:41,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2976884,PASSENGER VEHICLE,MOTORCYCLE,,,
12/09/2013,14:50,,,40.5268237,-74.2265089,"(40.5268237, -74.2265089)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3125283,OTHER,,,,
12/15/2012,15:15,,,,,,168 STREET                      ,LIBERTY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,209822,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/16/2020,20:13,,,,,,TRIBOROUGH BRIDGE               ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4377287,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
12/16/2020,22:45,,,,,,SOUTH CONDUIT AVENUE            ,,,2,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,Unspecified,,,4377464,Pick-up Truck,Sedan,Sedan,,
12/09/2013,18:16,,,40.8287289,-73.9522017,"(40.8287289, -73.9522017)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2867297,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/07/2014,11:32,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873606,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/15/2012,18:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2897056,UNKNOWN,UNKNOWN,,,
06/07/2014,13:15,,,,,,,,67 STREET & WEST DR                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,348120,VAN,,,,
12/15/2020,13:28,,,40.665245,-73.87513,"(40.665245, -73.87513)",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4376496,Sedan,Sedan,,,
12/09/2013,1:10,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,2934598,PASSENGER VEHICLE,,,,
12/15/2012,18:51,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927192,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/09/2013,20:20,,,,,,DRUMGOOLE ROAD EAST             ,WAINWRIGHT AVENUE               ,,0,0,0,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,,,,303704,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/07/2014,13:45,,,,,,,,PL OF 2264 FOREST AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,348484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/07/2014,14:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3090830,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
06/07/2014,14:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,348630,MOTORCYCLE,,,,
12/09/2013,7:05,,,,,,COLLEGE POINT BOULEVARD         ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,253508,BUS,SPORT UTILITY / STATION WAGON,,,
06/07/2014,16:50,,,,,,FLATBUSH AVENUE                 ,AVENUE K                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348516,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/15/2020,20:50,,,,,,MADISON AVE BRIDGE              ,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4376882,Station Wagon/Sport Utility Vehicle,,,,
12/15/2012,8:00,,,,,,BEACH CHANNEL DRIVE             ,OCEANCREST BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,202591,VAN,PASSENGER VEHICLE,,,
06/07/2014,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348451,OTHER,PASSENGER VEHICLE,,,
12/14/2012,10:20,,,,,,BROADWAY                        ,WEST 230 STREET                 ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,107586,SPORT UTILITY / STATION WAGON,,,,
06/07/2014,19:40,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3018472,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/14/2012,10:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3055988,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2012,11:40,,,,,,EAST 184 STREET                 ,ARTHUR AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,100633,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2020,15:10,,,,,,HORACE HARDING EXPRESSWAY       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4376087,trailer,Sedan,,,
12/08/2013,14:35,,,,,,FOREST HILL ROAD                ,JASPER STREET                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,292256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/07/2014,22:35,,,,,,HAMILTON AVENUE                 ,NELSON STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348321,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2012,14:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2840795,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/07/2014,3:47,,,,,,31 STREET                       ,HOYT AVENUE NORTH               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,347976,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2012,14:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3122009,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/08/2013,17:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2922021,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2013,18:30,QUEENS,11368,40.7440316,-73.8586815,"(40.7440316, -73.8586815)",CORONA AVENUE                   ,104 STREET                      ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,258710,PASSENGER VEHICLE,,,,
06/06/2014,0:40,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2927987,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/08/2013,20:00,,,,,,SOUNDVIEW AVENUE                ,BEACH AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,84497,PASSENGER VEHICLE,UNKNOWN,,,
12/13/2020,17:40,QUEENS,11418,40.699104,-73.83332,"(40.699104, -73.83332)",JAMAICA AVENUE                  ,116 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4376344,Sedan,Sedan,,,
06/06/2014,11:40,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2984112,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2013,3:05,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3123012,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2014,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3046576,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2014,13:30,,,,,,QUEENS BOULEVARD                ,63 DRIVE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,347962,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2014,14:00,,,40.6047829,-74.0707499,"(40.6047829, -74.0707499)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3123359,SPORT UTILITY / STATION WAGON,OTHER,,,
12/14/2012,21:29,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,2912712,PASSENGER VEHICLE,,,,
12/12/2020,0:15,,,,,,WHITESTONE EXPRESSWAY           ,LINDEN PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4375511,Sedan,Sedan,,,
12/07/2013,10:58,,,,,,VAN WYCK EXPRESSWAY SR WEST     ,LINDEN BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,232345,OTHER,UNKNOWN,,,
12/14/2012,5:24,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2918861,VAN,,,,
06/06/2014,15:53,,,,,,110 STREET                      ,NORTHERN BOULEVARD              ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,347979,PASSENGER VEHICLE,OTHER,,,
06/06/2014,16:20,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2865372,OTHER,SPORT UTILITY / STATION WAGON,,,
12/12/2020,17:15,BRONX,10469,,,,ASTOR AVENUE                    ,ESPLANADE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4376863,Taxi,,,,
12/14/2012,9:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2848618,PASSENGER VEHICLE,UNKNOWN,,,
12/12/2020,1:05,,,,,,HUTCHINSON RIVER PARKWAY RAMP   ,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4375449,Station Wagon/Sport Utility Vehicle,,,,
12/13/2012,10:00,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,221662,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/06/2014,17:50,,,,,,RICHMOND TERRACE                ,WINANT STREET                   ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,348486,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2013,15:20,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2841008,SPORT UTILITY / STATION WAGON,BUS,,,
06/06/2014,17:57,,,,,,FULTON STREET                   ,UTICA AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,347306,PASSENGER VEHICLE,,,,
06/06/2014,18:20,,,,,,,,P/L OF 680 ARTHUR KILL ROAD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348002,PASSENGER VEHICLE,UNKNOWN,,,
12/12/2020,6:40,,,,,,jerome avenue                   ,10,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4375657,Sedan,,,,
06/06/2014,19:23,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3024125,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2014,1:56,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2958194,TAXI,UNKNOWN,,,
12/11/2020,10:05,,,,,,MYRTLE AVENUE                   ,CARLTON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4375130,Sedan,Sedan,,,
12/13/2012,13:20,,,,,,,,LOADING DOCK 204-02 JAMAICA AVE         ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,209797,PASSENGER VEHICLE,,,,
06/06/2014,20:50,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2984114,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2013,19:50,,,40.731493,-73.8421408,"(40.731493, -73.8421408)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3065938,PASSENGER VEHICLE,UNKNOWN,,,
