CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/25/2013,13:00,,,40.5928174,-73.908068,"(40.5928174, -73.908068)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2950338,SPORT UTILITY / STATION WAGON,VAN,,,
11/16/2020,23:20,BROOKLYN,11218,,,,OCEAN PARKWAY                   ,DITMAS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4371351,Sedan,,,,
11/25/2013,13:50,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,2873419,OTHER,PASSENGER VEHICLE,,,
05/25/2014,0:20,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2988659,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
12/02/2012,22:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2912671,PASSENGER VEHICLE,,,,
11/25/2013,14:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2873418,OTHER,PASSENGER VEHICLE,,,
11/15/2020,0:30,,,40.582977,-73.98042,"(40.582977, -73.98042)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4368079,Sedan,,,,
12/02/2012,5:40,,,,,,EAST 161 STREET                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,79166,PASSENGER VEHICLE,UNKNOWN,,,
05/25/2014,15:10,,,,,,,,PARKING LOT/ 2965 CROPSEY AVENUE        ,0,0,0,0,0,0,0,0,Unspecified,,,,,341678,SPORT UTILITY / STATION WAGON,,,,
11/15/2020,18:20,QUEENS,11109,,,,,,46-10     CENTER BOULEVARD              ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4368170,Sedan,,,,
05/25/2014,16:45,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,2897934,UNKNOWN,UNKNOWN,,,
12/01/2012,10:34,,,,,,,,PARKING LOT-355 FOOD CENTER DRIVE ROWB  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,76798,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
11/25/2013,17:30,,,,,,CROSS BRONX EXPRESSWAY SVC RD S ,WHITEPLAINS ROAD                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,84403,PASSENGER VEHICLE,,,,
11/15/2020,21:55,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4367908,Sedan,Sedan,Sedan,,
05/25/2014,17:55,,,,,,ATLANTIC AVENUE                 ,82 STREET                       ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,341029,PASSENGER VEHICLE,BICYCLE,,,
11/15/2020,3:50,,,,,,CROSS BRONX EXPRESSWAY          ,ZEREGA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4367966,Sedan,,,,
05/25/2014,19:46,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,2865347,PASSENGER VEHICLE,,,,
05/25/2014,20:30,STATEN ISLAND,10312,40.5512262,-74.1625552,"(40.5512262, -74.1625552)",CORTELYOU AVENUE                ,KATAN AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,341469,UNKNOWN,PASSENGER VEHICLE,,,
05/25/2014,22:06,,,,,,,,P/L 90 23 208 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,341874,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/01/2012,15:55,,,40.7384642,-73.8046018,"(40.7384642, -73.8046018)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3055953,UNKNOWN,PASSENGER VEHICLE,,,
11/25/2013,8:07,,,,,,CROMWELL CIRCLE                 ,FAIRVIEW PLACE                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Alcohol Involvement,,,,300201,TAXI,PASSENGER VEHICLE,,,
11/14/2020,1:11,,,,,,CROSS BRONX EXPY RAMP           ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unsafe Speed,Unspecified,,,4367402,Sedan,BOX TRUCK,,,
12/01/2012,19:30,,,,,,164 STREET                      ,HORACE HARDING EXPRESSWAY       ,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,247912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/01/2012,21:20,,,,,,69 STREET                       ,QUEENS MIDTOWN EXPRESSWAY       ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,214707,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/01/2012,23:15,,,,,,WEST 230 STREET                 ,BAILEY AVENUE                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Reaction to Other Uninvolved Vehicle,,,,107538,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/01/2012,3:41,,,40.5893623,-74.193454,"(40.5893623, -74.193454)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3121944,PASSENGER VEHICLE,,,,
05/24/2014,14:00,,,,,,CROSSBAY BOULEVARD              ,JAMAICA BAY SHORELINE           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,340535,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/24/2013,13:03,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2976570,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
